4,2,3,9,6,7,1,8,5
7,1,8,3,4,5,6,2,9
5,9,6,2,8,1,4,7,3
6,5,2,4,7,9,8,3,1
1,3,4,8,2,6,5,9,7
9,8,7,5,1,3,2,6,4
8,7,1,6,3,4,9,5,2
3,6,9,1,5,2,7,4,8
2,4,5,7,9,8,3,1,6
