3,7,4,5,6,1,2,9,8
5,9,1,8,2,4,7,6,3
8,2,6,7,3,9,5,1,4
4,1,9,6,7,5,3,8,2
7,3,8,1,9,2,6,4,5
2,6,5,3,4,8,9,7,1
9,8,3,4,5,7,1,2,6
1,5,7,2,8,6,4,3,9
6,4,2,9,1,3,8,5,7
